file,category,source,group_id,frame_id,source_x,source_y,width,height
02_battle_ui/17_battle_enemy_sprite.png,battle_part,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - HP Bars & In-battle Menu(1).png,battle_enemy_sprite,,518,143,52,48
02_battle_ui/18_battle_player_sprite.png,battle_part,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - HP Bars & In-battle Menu(1).png,battle_player_sprite,,411,183,71,42
02_battle_ui/19_battle_player_status.png,battle_part,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - HP Bars & In-battle Menu(1).png,battle_player_status,,502,185,99,40
02_battle_ui/20_battle_message_box.png,battle_part,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - HP Bars & In-battle Menu(1).png,battle_message_box,,370,223,120,48
02_battle_ui/21_battle_command_menu.png,battle_part,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - HP Bars & In-battle Menu(1).png,battle_command_menu,,490,223,120,48
03_move_effects/groups/base_32px/effect_001_x1_y54_32x64.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_001,,1,54,32,64
03_move_effects/frames_safe/base_32px/effect_001_frame_01_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_001,frame_01,1,54,32,32
03_move_effects/frames_safe/base_32px/effect_001_frame_02_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_001,frame_02,1,86,32,32
03_move_effects/groups/base_16px/effect_002_x34_y54_16x16.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_002,,34,54,16,16
03_move_effects/frames_safe/base_16px/effect_002_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_002,frame_01,34,54,16,16
03_move_effects/groups/base_32px/effect_003_x51_y54_32x64.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_003,,51,54,32,64
03_move_effects/frames_safe/base_32px/effect_003_frame_01_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_003,frame_01,51,54,32,32
03_move_effects/frames_safe/base_32px/effect_003_frame_02_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_003,frame_02,51,86,32,32
03_move_effects/groups/base_32px/effect_004_x84_y54_24x32.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_004,,84,54,24,32
03_move_effects/frames_safe/base_32px/effect_004_frame_01_24x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_004,frame_01,84,54,24,32
03_move_effects/groups/base_16px/effect_005_x158_y54_16x32.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_005,,158,54,16,32
03_move_effects/frames_safe/base_16px/effect_005_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_005,frame_01,158,54,16,16
03_move_effects/frames_safe/base_16px/effect_005_frame_02_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_005,frame_02,158,70,16,16
03_move_effects/groups/base_32px/effect_006_x175_y54_32x56.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_006,,175,54,32,56
03_move_effects/frames_safe/base_32px/effect_006_frame_01_32x56.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_006,frame_01,175,54,32,56
03_move_effects/groups/base_32px/effect_007_x208_y54_32x48.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_007,,208,54,32,48
03_move_effects/frames_safe/base_32px/effect_007_frame_01_32x48.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_007,frame_01,208,54,32,48
03_move_effects/groups/base_32px/effect_008_x241_y54_32x192.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_008,,241,54,32,192
03_move_effects/frames_safe/base_32px/effect_008_frame_01_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_008,frame_01,241,54,32,32
03_move_effects/frames_safe/base_32px/effect_008_frame_02_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_008,frame_02,241,86,32,32
03_move_effects/frames_safe/base_32px/effect_008_frame_03_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_008,frame_03,241,118,32,32
03_move_effects/frames_safe/base_32px/effect_008_frame_04_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_008,frame_04,241,150,32,32
03_move_effects/frames_safe/base_32px/effect_008_frame_05_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_008,frame_05,241,182,32,32
03_move_effects/frames_safe/base_32px/effect_008_frame_06_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_008,frame_06,241,214,32,32
03_move_effects/groups/base_16px/effect_009_x274_y54_16x48.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_009,,274,54,16,48
03_move_effects/frames_safe/base_16px/effect_009_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_009,frame_01,274,54,16,16
03_move_effects/frames_safe/base_16px/effect_009_frame_02_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_009,frame_02,274,70,16,16
03_move_effects/frames_safe/base_16px/effect_009_frame_03_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_009,frame_03,274,86,16,16
03_move_effects/groups/base_32px/effect_010_x291_y54_32x256.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,,291,54,32,256
03_move_effects/frames_safe/base_32px/effect_010_frame_01_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,frame_01,291,54,32,32
03_move_effects/frames_safe/base_32px/effect_010_frame_02_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,frame_02,291,86,32,32
03_move_effects/frames_safe/base_32px/effect_010_frame_03_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,frame_03,291,118,32,32
03_move_effects/frames_safe/base_32px/effect_010_frame_04_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,frame_04,291,150,32,32
03_move_effects/frames_safe/base_32px/effect_010_frame_05_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,frame_05,291,182,32,32
03_move_effects/frames_safe/base_32px/effect_010_frame_06_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,frame_06,291,214,32,32
03_move_effects/frames_safe/base_32px/effect_010_frame_07_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,frame_07,291,246,32,32
03_move_effects/frames_safe/base_32px/effect_010_frame_08_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_010,frame_08,291,278,32,32
03_move_effects/groups/base_32px/effect_011_x324_y54_32x256.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,,324,54,32,256
03_move_effects/frames_safe/base_32px/effect_011_frame_01_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,frame_01,324,54,32,32
03_move_effects/frames_safe/base_32px/effect_011_frame_02_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,frame_02,324,86,32,32
03_move_effects/frames_safe/base_32px/effect_011_frame_03_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,frame_03,324,118,32,32
03_move_effects/frames_safe/base_32px/effect_011_frame_04_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,frame_04,324,150,32,32
03_move_effects/frames_safe/base_32px/effect_011_frame_05_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,frame_05,324,182,32,32
03_move_effects/frames_safe/base_32px/effect_011_frame_06_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,frame_06,324,214,32,32
03_move_effects/frames_safe/base_32px/effect_011_frame_07_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,frame_07,324,246,32,32
03_move_effects/frames_safe/base_32px/effect_011_frame_08_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_011,frame_08,324,278,32,32
03_move_effects/groups/base_16px/effect_012_x357_y54_16x32.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_012,,357,54,16,32
03_move_effects/frames_safe/base_16px/effect_012_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_012,frame_01,357,54,16,16
03_move_effects/frames_safe/base_16px/effect_012_frame_02_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_012,frame_02,357,70,16,16
03_move_effects/groups/base_32px/effect_013_x374_y54_32x128.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_013,,374,54,32,128
03_move_effects/frames_safe/base_32px/effect_013_frame_01_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_013,frame_01,374,54,32,32
03_move_effects/frames_safe/base_32px/effect_013_frame_02_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_013,frame_02,374,86,32,32
03_move_effects/frames_safe/base_32px/effect_013_frame_03_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_013,frame_03,374,118,32,32
03_move_effects/frames_safe/base_32px/effect_013_frame_04_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_013,frame_04,374,150,32,32
03_move_effects/groups/base_16px/effect_014_x456_y54_16x32.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_014,,456,54,16,32
03_move_effects/frames_safe/base_16px/effect_014_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_014,frame_01,456,54,16,16
03_move_effects/frames_safe/base_16px/effect_014_frame_02_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_014,frame_02,456,70,16,16
03_move_effects/groups/base_16px/effect_015_x473_y54_16x96.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_015,,473,54,16,96
03_move_effects/frames_safe/base_16px/effect_015_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_015,frame_01,473,54,16,16
03_move_effects/frames_safe/base_16px/effect_015_frame_02_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_015,frame_02,473,70,16,16
03_move_effects/frames_safe/base_16px/effect_015_frame_03_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_015,frame_03,473,86,16,16
03_move_effects/frames_safe/base_16px/effect_015_frame_04_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_015,frame_04,473,102,16,16
03_move_effects/frames_safe/base_16px/effect_015_frame_05_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_015,frame_05,473,118,16,16
03_move_effects/frames_safe/base_16px/effect_015_frame_06_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_015,frame_06,473,134,16,16
03_move_effects/groups/base_16px/effect_016_x34_y71_16x16.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_016,,34,71,16,16
03_move_effects/frames_safe/base_16px/effect_016_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_016,frame_01,34,71,16,16
03_move_effects/groups/base_16px/effect_017_x84_y87_16x16.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_017,,84,87,16,16
03_move_effects/frames_safe/base_16px/effect_017_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_017,frame_01,84,87,16,16
03_move_effects/groups/base_16px/effect_018_x357_y87_16x48.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_018,,357,87,16,48
03_move_effects/frames_safe/base_16px/effect_018_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_018,frame_01,357,87,16,16
03_move_effects/frames_safe/base_16px/effect_018_frame_02_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_018,frame_02,357,103,16,16
03_move_effects/frames_safe/base_16px/effect_018_frame_03_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_018,frame_03,357,119,16,16
03_move_effects/groups/base_16px/effect_019_x456_y87_16x16.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_019,,456,87,16,16
03_move_effects/frames_safe/base_16px/effect_019_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_019,frame_01,456,87,16,16
03_move_effects/groups/base_16px/effect_020_x34_y88_16x16.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_020,,34,88,16,16
03_move_effects/frames_safe/base_16px/effect_020_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_020,frame_01,34,88,16,16
03_move_effects/groups/base_16px/effect_021_x109_y89_48x16.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_021,,109,89,48,16
03_move_effects/frames_safe/base_16px/effect_021_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_021,frame_01,109,89,16,16
03_move_effects/frames_safe/base_16px/effect_021_frame_02_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_021,frame_02,125,89,16,16
03_move_effects/frames_safe/base_16px/effect_021_frame_03_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_021,frame_03,141,89,16,16
03_move_effects/groups/base_16px/effect_022_x274_y103_16x48.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_022,,274,103,16,48
03_move_effects/frames_safe/base_16px/effect_022_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_022,frame_01,274,103,16,16
03_move_effects/frames_safe/base_16px/effect_022_frame_02_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_022,frame_02,274,119,16,16
03_move_effects/frames_safe/base_16px/effect_022_frame_03_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_022,frame_03,274,135,16,16
03_move_effects/groups/base_08px/effect_023_x407_y103_32x8.png,move_effect_group/base_08px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_023,,407,103,32,8
03_move_effects/frames_safe/base_08px/effect_023_frame_01_8x8.png,move_effect_frame/base_08px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_023,frame_01,407,103,8,8
03_move_effects/frames_safe/base_08px/effect_023_frame_02_8x8.png,move_effect_frame/base_08px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_023,frame_02,415,103,8,8
03_move_effects/frames_safe/base_08px/effect_023_frame_03_8x8.png,move_effect_frame/base_08px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_023,frame_03,423,103,8,8
03_move_effects/frames_safe/base_08px/effect_023_frame_04_8x8.png,move_effect_frame/base_08px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_023,frame_04,431,103,8,8
03_move_effects/groups/base_32px/effect_024_x440_y104_32x256.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,,440,104,32,256
03_move_effects/frames_safe/base_32px/effect_024_frame_01_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,frame_01,440,104,32,32
03_move_effects/frames_safe/base_32px/effect_024_frame_02_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,frame_02,440,136,32,32
03_move_effects/frames_safe/base_32px/effect_024_frame_03_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,frame_03,440,168,32,32
03_move_effects/frames_safe/base_32px/effect_024_frame_04_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,frame_04,440,200,32,32
03_move_effects/frames_safe/base_32px/effect_024_frame_05_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,frame_05,440,232,32,32
03_move_effects/frames_safe/base_32px/effect_024_frame_06_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,frame_06,440,264,32,32
03_move_effects/frames_safe/base_32px/effect_024_frame_07_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,frame_07,440,296,32,32
03_move_effects/frames_safe/base_32px/effect_024_frame_08_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_024,frame_08,440,328,32,32
03_move_effects/groups/base_16px/effect_025_x34_y105_16x16.png,move_effect_group/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_025,,34,105,16,16
03_move_effects/frames_safe/base_16px/effect_025_frame_01_16x16.png,move_effect_frame/base_16px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_025,frame_01,34,105,16,16
03_move_effects/groups/base_32px/effect_026_x84_y106_32x160.png,move_effect_group/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_026,,84,106,32,160
03_move_effects/frames_safe/base_32px/effect_026_frame_01_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_026,frame_01,84,106,32,32
03_move_effects/frames_safe/base_32px/effect_026_frame_02_32x32.png,move_effect_frame/base_32px,Game Boy Advance - Pokemon FireRed _ LeafGreen - Battle Effects - Move Effects(2).png,effect_026,frame_02,84,138,32,32
